id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
414,DS11.25068,IA3023xLG03.3191,2877,3099.5,2555.5,3150.5,4179.5,5127,4849.5,2551.3,3094.1,2595.9,2777.4,4171.1,4699.5,4603,33.88,32.9,31.8,35.46,35.04,34.7,35.36,18.88,20.05,21.15,18.57,18.94,18.7,19.49,4.9,4.81,4.94,4.73,4.72,4.8,4.66,14.7,14.52,12.9,15.21,15.4,16.6,12.4,3498.9,34.16285714,19.39714286,4.794285714,14.53285714
415,DS11.25069,IA3023xLG03.3191,2944,2136,2972,2549,2994,3661,2951,2943.7,2135.8,2972.5,2548.8,2994.1,3661,2951.4,34.52,31.69,32.06,31.32,32.96,33.7,34.41,19.79,21.01,21.54,21.75,20.57,20,20.4,4.77,4.84,4.84,4.76,4.81,4.8,4.65,16.5,15.41,14,18.38,14.4,17.3,13.9,2886.757143,32.95142857,20.72285714,4.781428571,15.69857143
416,DS11.25070,IA3023xLG03.3191,2520,2047,3463,3376,3729,3460,3548,2519.7,2047.4,3463.4,3376,3729.2,3460,3548.4,33.61,33.43,33.36,33,34.12,33.8,34.62,19.91,20.22,20.78,20.45,20.06,19.9,19.99,4.8,4.73,4.8,4.77,4.73,4.7,4.7,15.8,14.62,12.5,15.27,14.7,15.4,14.6,3163.442857,33.70571429,20.18714286,4.747142857,14.69857143
417,DS11.25071,IA3023xLG03.3191,2609,3121,3638,3578,4592,5876,5854,2608.6,3121.1,3638.2,3577.7,4591.5,5876.1,5854.1,34,33.39,32.39,34.54,33.97,35.1,35.87,19.93,20.69,20.52,19.66,20.96,19.7,19.75,4.89,4.69,4.92,4.72,4.64,4.7,4.59,19.5,22.02,17.5,17.66,18.5,17.7,14.2,4181.042857,34.18,20.17285714,4.735714286,18.15428571
418,DS11.25072,IA3023xLG03.3191,2011,3155,2979,3242,4737,5454,4725,2010.7,3155.1,2979.2,3241.5,4736.8,5454.2,4725.1,33,32.15,32.16,33.66,34.07,33.5,34.78,19.63,20.49,21.77,19.69,20.09,19.6,19.98,4.95,4.82,4.84,4.81,4.76,4.8,4.68,16.4,17.2,14.7,16.29,15.8,17,13.4,3757.514286,33.33142857,20.17857143,4.808571429,15.82714286
419,DS11.25074,IA3023xLG03.3191,1642,2868,3309,4028,5034,4612,4488,1642.4,2868.2,3308.7,4028.3,5034.3,4612.3,4488.3,33.34,32.5,31.94,34.25,34.7,35.5,35.39,18.69,19.44,21.23,18.65,19.37,18.1,19.54,4.98,4.89,4.88,4.85,4.74,4.8,4.63,15,16.03,13.3,14.23,14.7,15.4,12.5,3711.785714,33.94571429,19.28857143,4.824285714,14.45142857
420,DS11.25075,IA3023xLG03.3191,1865,3312,3006,2979,2064,4868,4660,1864.6,3311.8,3006.1,2979.2,2063.9,4867.7,4659.6,33.83,32.61,33.13,35.84,35.26,34.2,35.58,18.94,20.16,20.66,18.28,19.05,18.3,19.14,4.89,4.81,4.83,4.71,4.71,4.9,4.67,16,16.98,14,16.29,15.1,15.2,12.1,3250.414286,34.35,19.21857143,4.788571429,15.09571429
421,DS11.25076,IA3023xLG03.3191,3422,2620,3564,3342,4794,4335,5975,3421.5,2619.9,3564.3,3342.3,4793.9,4335.4,5974.9,33.14,33.48,32.8,33.58,34.98,34.1,36.05,19.22,20.18,20.84,19.77,19.59,19.1,18.95,4.91,4.72,4.84,4.78,4.69,4.8,4.62,16.6,16.3,13.2,15.3,15.2,18.2,13.5,4007.457143,34.01857143,19.66428571,4.765714286,15.47142857
422,DS11.25077,IA3023xLG03.3191,1944,3512,3591,3315,4974,5451,4531,1943.5,3512.2,3591.2,3315.4,4973.9,5451.2,4531.4,34.87,34.32,33.4,35.37,35.65,35.5,35.27,18.32,19.52,21,18.82,19.1,18.3,19.79,4.85,4.72,4.77,4.73,4.66,4.8,4.62,19,19.71,17.3,17.96,18.3,17.2,15.9,3902.685714,34.91142857,19.26428571,4.735714286,17.91
423,DS11.25079,IA3023xLG03.3191,2078,3081,2582,3141,4745,5494,4714,2077.7,3081.3,2582.4,3140.6,4744.7,5494,4713.5,31.34,32.08,30.66,32.32,33.24,33.9,33.06,19.77,20.18,22.06,20.06,20.2,19.2,20.92,5.07,4.85,4.92,4.87,4.82,4.9,4.77,16.9,16.73,15,16.68,17.2,15,14.4,3690.6,32.37142857,20.34142857,4.885714286,15.98714286
424,DS11.25080,IA3023xLG03.3191,2674,3287,3228,3322,4208,5162,2992,2674.3,3286.7,3228,3322.2,4207.8,5161.9,2992.1,33.79,33.59,32,36.17,34.68,35.3,36.43,19.33,20.16,22.44,18.99,20.45,18.8,19.4,4.86,4.71,4.77,4.62,4.64,4.7,4.54,18.5,21.22,16.7,19.69,19.3,20.2,16.9,3553.285714,34.56571429,19.93857143,4.691428571,18.93
425,DS11.25081,IA3023xLG03.3191,2580,2479,3679,2986,4876,3756,6350,2579.8,2479.2,3678.6,2985.9,4875.8,3756.5,6349.9,31.8,32.31,33,32.21,33.9,33.9,34.54,20.2,20.39,20.47,20.16,20.09,19.5,19.86,4.94,4.8,4.86,4.9,4.74,4.8,4.68,16.4,15.35,12.5,16.17,14.7,15.6,13.3,3815.1,33.09428571,20.09571429,4.817142857,14.86
426,DS11.25083,IA3023xLG03.3191,3511,3576,2535,3497,4422,5316,5418,3510.7,3576,2535.3,3497,4421.6,5316.4,5417.8,34.45,32.6,32.49,34.16,34.33,35.3,35.17,18.34,20,20.93,19.11,19.43,18.4,19.8,4.88,4.84,4.87,4.79,4.8,4.7,4.67,18.2,17.53,15.4,17.27,17.5,19.4,16.8,4039.257143,34.07142857,19.43,4.792857143,17.44285714
427,DS11.25084,IA3023xLG03.3191,2522,3006,3242,3679,4002,5690,5476,2522.3,3005.6,3241.5,3678.6,4001.9,5690.5,5475.6,32.9,31.83,29.79,33.27,33.75,33.3,34.65,19.95,20.98,22.58,20.2,20.33,20,20.74,4.89,4.78,4.96,4.74,4.73,4.8,4.6,17.2,17.5,14,16.94,16,16.6,15.4,3945.142857,32.78428571,20.68285714,4.785714286,16.23428571
428,DS11.25086,IA3023xLG03.3191,1841,3312,2556,3228,5007,5704,4548,1841.2,3311.8,2555.5,3228,5007.3,5703.8,4548.3,33.68,33.06,32,34.55,34.09,34.9,35.35,19.16,20.5,21.16,19.01,19.47,19,19.8,4.91,4.74,4.89,4.78,4.8,4.7,4.63,14.8,16.34,13.1,16.62,14.8,15.8,13,3742.271429,33.94714286,19.72857143,4.778571429,14.92285714
429,DS11.25090,IA3023xLG03.3191,2546,3552,3302,3517,4270,5212,5586,2545.6,3551.9,3302,3517.2,4270.3,5211.7,5585.5,32.69,32.07,31.56,33,34.63,34.6,34.09,19.33,20.6,21.76,19.94,19.98,19.4,20.67,4.97,4.83,4.88,4.83,4.68,4.7,4.69,15.9,16.09,13.9,14.49,16.1,16.1,13.7,3997.742857,33.23428571,20.24,4.797142857,15.18285714
430,DS11.25095,IA3023xLG03.3191,2944,3483,2737,3463,4376,5649,5144,2943.9,3483.4,2737.1,3463.4,4375.9,5648.9,5143.9,33.9,32.28,31.81,35.36,34.89,35,34.5,19.08,21.06,21.72,18.78,19.35,18.7,20.65,4.88,4.76,4.84,4.73,4.71,4.7,4.61,18.2,19.38,17,16.97,18.7,19,16.5,3970.928571,33.96285714,19.90571429,4.747142857,17.96428571
431,DS11.25096,IA3023xLG03.3191,2768,3444,3907,3793,4222,5576,4215,2768.3,3444.1,3907.2,3792.9,4221.7,5576,4215.1,32.71,32.61,33.14,34.51,34.97,34.3,34.75,18.92,19.94,20.11,18.66,19.1,18.6,19.63,5.02,4.82,4.91,4.82,4.78,4.8,4.73,16.4,19.53,16,17.33,16.6,17.4,13.5,3989.328571,33.85571429,19.28,4.84,16.68
432,DS11.25098,IA3023xLG03.3191,3189,3447,2387,2939,4638,4803,4153,3189.2,3447.3,2387.4,2938.8,4638.4,4802.9,4153.3,33.62,32.93,31.83,35.52,34.22,36.3,35.06,19.89,21.07,22.64,19.43,20.75,18.9,20.71,4.81,4.72,4.72,4.64,4.64,4.6,4.52,14.2,14.92,12.9,15.87,12.8,15.9,12.1,3651.042857,34.21142857,20.48428571,4.664285714,14.09857143
433,DS11.25099,IA3023xLG03.3191,1899,3594,4122,3436,4930,5786,5992,1898.6,3593.6,4122.4,3436.5,4930,5786.5,5992,34.22,31.91,31.71,34.05,34.71,34.2,35.61,18.79,19.68,20.78,18.42,18.88,18.6,19.16,4.94,4.91,4.97,4.86,4.8,4.8,4.66,16.8,17.38,15.3,15.6,16.1,16.7,14.5,4251.371429,33.77285714,19.18714286,4.848571429,16.05428571
434,DS11.25100,IA3023xLG03.3191,2440,3421,3174,3147,3595,5507,3923,2439.7,3421.2,3174.2,3147.3,3595.3,5506.6,3923.2,33.11,33.16,31.79,34.19,34.46,35.7,34.96,19.07,19.91,21.33,19.17,19.6,18.9,19.89,4.97,4.82,4.91,4.81,4.76,4.7,4.67,13.4,13.6,12.7,12.88,13,14.1,11.7,3601.071429,33.91,19.69571429,4.805714286,13.05428571
435,DS11.25102,IA3023xLG03.3191,2158,3912,3537,3611,4537,5446,4490,2158,3911.5,3537.4,3611.3,4537,5445.6,4490.2,32.74,32.66,32.63,34.25,33.52,35.1,35.16,18.7,20.22,21.27,19.22,20.16,19,19.91,4.97,4.81,4.81,4.77,4.81,4.7,4.62,16.5,19.1,13.9,16.68,14.7,15.7,12.4,3955.857143,33.72285714,19.78285714,4.784285714,15.56857143
436,DS11.25103,IA3023xLG03.3191,3326,3537,2515,3645,4215,5566,5339,3325.9,3536.8,2515.2,3645,4214.6,5566,5338.9,32.97,33.49,32.6,34.64,34.49,33.9,34.3,18.45,19.37,20.49,18.14,18.92,18.8,19.58,4.97,4.85,4.89,4.85,4.8,4.9,4.75,15.4,16.7,13.7,14.2,14.8,15.4,12.8,4020.342857,33.77,19.10714286,4.858571429,14.71428571
437,DS11.25104,IA3023xLG03.3191,1663,3029,2677,3490,3243,4556,4937,1663.3,3029.3,2676.6,3490.3,3243.1,4555.9,4936.9,32.85,32.51,32.72,32.51,34.45,34.9,33.68,18.88,19.85,20.88,19.45,19.2,18.5,19.93,5.01,4.86,4.85,4.9,4.81,4.8,4.81,14.9,17.38,8.7,13.3,15.8,14.5,12.2,3370.771429,33.37428571,19.52714286,4.862857143,13.82571429
438,DS11.25106,IA3023xLG03.3191,3081,3552,3208,3114,4663,5484,4072,3081.3,3551.6,3207.8,3113.7,4663.2,5483.8,4072.3,32.88,32.77,32.7,34.92,35.44,35.3,34.4,18.52,19.64,21.14,18.75,18.8,18.7,19.94,4.96,4.85,4.82,4.76,4.74,4.7,4.74,15.9,19.28,13.5,15.93,16.7,15.9,14.6,3881.957143,34.05857143,19.35571429,4.795714286,15.97285714
439,DS11.25107,IA3023xLG03.3191,2086,2573,3665,3349,4575,5778,5471,2085.9,2572.8,3665.1,3349.1,4575,5777.8,5470.8,33.64,32.56,32.64,35.67,34.59,33.9,33.95,18.72,20.2,21.25,18.72,19.33,19.3,20.56,4.96,4.82,4.81,4.69,4.75,4.8,4.69,16.4,19.31,15.7,19.37,17.1,17.5,15.2,3928.071429,33.85,19.72571429,4.788571429,17.22571429
440,DS11.25121,IA3023xLG03.3191,2201,1506,2670,3268,5187,5228,3870,2200.9,1506.5,2669.8,3268.4,5187.2,5228.1,3870,34.8,34.2,33.19,35.14,34.86,36.4,35.35,19.07,20.25,21.14,19.23,20.33,18.6,20.03,4.75,4.69,4.79,4.67,4.62,4.7,4.57,14.2,18.21,12.8,14.88,16.5,16,12.3,3418.7,34.84857143,19.80714286,4.684285714,14.98428571
441,DS11.25125,IA3023xLG03.3191,2381,1226,2656,3302,4610,5398,4957,2381.1,1225.8,2656.4,3302,4610.1,5397.8,4956.7,35.15,33.96,33.26,34.95,35.32,35.4,35.79,18.29,19.45,20.02,18.83,18.62,17.9,19.31,4.9,4.76,4.9,4.72,4.78,4.8,4.6,14.5,16.67,11.9,15.27,14.9,16.2,13.4,3504.271429,34.83285714,18.91714286,4.78,14.69142857
442,DS11.25127,IA3023xLG03.3191,2756,1832,3342,3914,5319,5504,4850,2755.5,1831.8,3342.3,3914,5319.4,5503.7,4849.6,35.13,34.24,33.43,35,35.24,35.7,35.44,19.5,20.36,20.72,19.31,19.32,18.6,20.66,4.68,4.66,4.8,4.66,4.7,4.7,4.53,16.7,19.34,15.1,17.3,19.8,19.7,16.9,3930.9,34.88285714,19.78142857,4.675714286,17.83428571
443,DS11.25130,IA3023xLG03.3191,2538,1645,3625,3215,4743,4697,5452,2537.8,1645.1,3624.8,3214.6,4742.7,4697.1,5451.6,34.04,32.13,33.8,34.55,34.78,34.7,36.31,19.43,21.13,20.83,19.57,19.59,19,19.55,4.81,4.75,4.75,4.7,4.67,4.8,4.52,16,17.9,14,16.29,17.4,16.7,13.4,3701.957143,34.33,19.87142857,4.714285714,15.95571429
444,DS11.25133,IA3023xLG03.3191,2408,1674,2293,2946,5175,4656,5631,2407.8,1674.1,2293.2,2945.6,5175.3,4656.1,5631.3,33.09,33.12,32.95,34.14,35.04,34.6,35.78,19.18,20.01,20.52,19.17,19.39,18.8,19.74,4.95,4.8,4.89,4.77,4.72,4.8,4.68,13,12.04,11.1,15.39,13.8,16.1,13,3540.485714,34.10285714,19.54428571,4.801428571,13.49
445,DS11.25134,IA3023xLG03.3191,2333,2827,3147,3544,4364,4827,5300,2333.2,2827.2,3147.3,3544.1,4363.6,4826.7,5299.6,32.33,32.35,31.69,34.14,34.33,34.5,34.5,18.83,20.54,21.97,19.81,19.48,19,19.82,5.03,4.79,4.85,4.71,4.8,4.8,4.71,16.9,18.73,15.3,15.66,17.2,15.6,11.7,3763.1,33.40571429,19.92142857,4.812857143,15.87
446,DS11.25135,IA3023xLG03.3191,1666,3359,2925,3369,4671,5381,5590,1665.9,3358.6,2925.4,3369.2,4670.6,5381,5590.5,32.76,32.23,32.72,35.06,33.58,34.1,34.1,19.2,21.15,21.94,19.5,20.71,19.5,20.08,4.95,4.71,4.76,4.65,4.7,4.8,4.74,18.7,20.3,16.4,17.48,18.3,16.4,12.8,3851.6,33.50714286,20.29714286,4.758571429,17.19714286
447,DS11.25143,IA3023xLG03.3191,2283,1872,2750,3894,4682,6052,5996,2283,1871.6,2750.5,3893.8,4681.8,6052.2,5995.5,32.91,32.28,32.43,34.47,33.86,34.4,33.96,19.79,20.83,20.97,19.46,20.82,19.7,20.78,4.87,4.75,4.85,4.71,4.68,4.8,4.66,14.5,19.07,13.8,16.17,18.1,17.4,13.7,3932.628571,33.47285714,20.33571429,4.76,16.10571429
448,DS11.25144,IA3023xLG03.3191,1774,1331,2596,3484,5150,5004,5856,1774,1331.3,2595.9,3483.6,5150.2,5003.5,5856.5,33.71,32.46,33.86,34.58,34.29,33.9,34.28,18.82,20.74,19.32,18.7,19.39,19,19.72,4.93,4.76,4.87,4.79,4.82,4.8,4.77,13.5,17.01,12.9,15.9,16.3,18.2,12.5,3599.285714,33.86857143,19.38428571,4.82,15.18714286
449,DS11.25145,IA3023xLG03.3191,1944,1751,2327,3268,4894,5451,5188,1944.1,1751,2326.9,3268.4,4893.9,5451,5187.8,33.6,32.36,31.7,35.04,34.31,34.4,34.89,19.96,21.35,21.73,19.48,19.85,19.3,20.35,4.85,4.71,4.87,4.67,4.74,4.8,4.61,17.3,18.45,15.3,18.62,18.5,18.3,14.8,3546.157143,33.75714286,20.28857143,4.75,17.32428571
450,DS11.25150,IA3023xLG03.3191,2434,3506,2717,3504,4196,4221,6331,2434.5,3505.9,2716.9,3503.7,4195.8,4220.7,6331,33.71,33.42,32.83,34.61,33.69,34.9,34.78,18.47,19.8,20.71,18.83,19.74,18.8,19.04,4.91,4.8,4.87,4.76,4.81,4.7,4.77,15.6,16.34,13.2,13.42,14,15,11.2,3844.071429,33.99142857,19.34142857,4.802857143,14.10857143
451,DS11.25152,IA3023xLG03.3191,2621,2752,2919,3625,4283,5032,5034,2620.8,2751.5,2918.7,3624.8,4283.2,5032.3,5033.9,33.13,32.06,32.32,34.01,33.01,34.7,35.05,18.48,20.49,20.95,18.91,19.64,18.6,19.08,5.01,4.83,4.88,4.86,4.89,4.8,4.73,16.8,18.36,13.7,16.65,16.3,15.9,11.1,3752.171429,33.46857143,19.45,4.857142857,15.54428571
452,DS11.25156,IA3023xLG03.3191,2777,2614,2690,3275,3308,4787,4002,2776.8,2613.5,2690,3275.1,3307.8,4787.3,4002.2,32.96,34.82,31.91,34.94,33.38,35.4,35.42,19.06,20.07,21.75,20.02,20.41,19,19.78,4.93,4.63,4.84,4.62,4.78,4.7,4.62,16,15.26,14.4,15.99,16.3,15.8,12.2,3350.385714,34.11857143,20.01285714,4.731428571,15.13571429
453,DS11.25157,IA3023xLG03.3191,1939,1780,2286,3006,4504,5418,4009,1938.8,1780.5,2286.5,3006.1,4503.9,5418.4,4009.4,34.1,34.54,32.89,36.43,34.84,36.3,35.26,19.14,19.69,21.04,18.18,19.82,18.1,20.13,4.83,4.7,4.82,4.7,4.68,4.7,4.58,12.6,16.55,11.2,14.58,13.4,13.6,12.2,3277.657143,34.90857143,19.44285714,4.715714286,13.44714286
454,DS11.25158,IA3023xLG03.3191,2209,1462,3396,2999,4937,4610,4505,2208.7,1461.7,3396.1,2999.4,4937.2,4609.7,4504.7,33.23,31.68,31.95,33.38,33.52,32.9,34.92,20.05,21.14,21.81,20.25,20.28,20,20.21,4.79,4.78,4.84,4.74,4.76,4.8,4.69,16.3,15.75,14.1,14.67,17,16.6,13.4,3445.357143,33.08285714,20.53428571,4.771428571,15.40285714
455,DS11.25159,IA3023xLG03.3191,1849,1132,3450,3477,6305,5839,4751,1848.6,1132.3,3449.9,3476.8,6304.7,5838.7,4750.7,33.62,32.06,31.69,33.09,33.21,33.6,34.44,18.54,20.38,20.96,19.63,19.98,18.9,20.21,5.03,4.82,4.95,4.84,4.85,4.9,4.71,12.9,17.26,12,14.94,15.4,14.8,12.5,3828.814286,33.10142857,19.8,4.871428571,14.25714286
456,DS11.25160,IA3023xLG03.3191,2956,2619,2919,3551,3735,4916,6235,2955.6,2618.9,2918.7,3550.8,3734.7,4915.6,6235.1,32.47,33.87,31.99,34.78,34.49,34.2,34.11,18.84,19.84,21.02,19.29,19.67,18.8,19.95,5.04,4.71,4.9,4.7,4.71,4.8,4.72,17.1,19.87,16.9,17.51,19.1,18.7,13,3847.057143,33.70142857,19.63,4.797142857,17.45428571
457,DS11.25161,IA3023xLG03.3191,1226,2910,2737,3228,4092,5294,4847,1225.5,2910.5,2737.1,3228,4091.6,5294.2,4846.7,32.61,33.7,32.7,34.86,34.52,34.6,34.51,19.1,20.17,21.17,19.11,19.8,19.1,20.24,5,4.71,4.82,4.73,4.69,4.8,4.67,17.1,19.96,14.9,16.5,18.1,17.9,13.9,3476.228571,33.92857143,19.81285714,4.774285714,16.90857143
458,DS11.25162,IA3023xLG03.3191,2013,1658,2582,3114,5519,4736,4158,2012.9,1657.8,2582.4,3113.7,5518.8,4735.8,4158.1,34.23,34.98,33.53,35.56,34.82,35.2,35.59,18.21,18.84,19.61,17.85,19,18,18.72,4.88,4.73,4.91,4.86,4.78,4.8,4.72,15.5,17.41,11.9,13.3,15.3,15.9,12.3,3397.071429,34.84428571,18.60428571,4.811428571,14.51571429
459,DS11.25164,IA3023xLG03.3191,1529,1937,2542,3396,4344,5111,5255,1529.1,1937.4,2542.1,3396.1,4343.7,5110.9,5254.6,33.45,33.25,33.43,35.59,34.85,35.1,35.29,19.16,20.51,20.33,18.5,19.54,18.9,19.21,4.88,4.71,4.83,4.72,4.72,4.8,4.69,15.9,20.27,15.1,15.66,18.3,16.6,12.9,3444.842857,34.42285714,19.45,4.764285714,16.39
460,DS11.25165,IA3023xLG03.3191,2179,1741,2374,3457,5017,5556,5594,2179.3,1740.7,2373.9,3456.7,5016.9,5555.9,5593.5,32.7,32.3,32.28,35.01,33.61,34.2,33.94,19.49,20.59,21.04,18.71,19.75,19.2,20.19,4.98,4.81,4.89,4.75,4.83,4.8,4.73,14.3,17.56,14.3,17.9,17.8,17.9,14.1,3702.414286,33.43428571,19.85285714,4.827142857,16.26571429
461,DS11.25166,IA3023xLG03.3191,2296,1186,2845,3995,5037,5796,5396,2296.2,1186.5,2844.7,3994.7,5037.4,5796.4,5396.4,33.88,31.36,31.94,34.85,34.15,34.1,34.93,19,20.81,21.29,18.92,19.72,19.2,19.63,4.88,4.82,4.9,4.74,4.78,4.8,4.69,14.3,18.24,14.4,16.56,17.5,17.2,13.2,3793.185714,33.60142857,19.79571429,4.801428571,15.91428571
462,DS11.25168,IA3023xLG03.3191,1476,1977,2804,3726,4811,5348,6341,1476,1977.3,2804.3,3725.7,4811.1,5348.4,6340.6,32.6,33.21,31.45,34.82,34.55,33.8,34.32,19.81,20.31,21.17,19.01,19.73,19.3,20.46,4.91,4.75,4.95,4.73,4.74,4.8,4.66,15.8,17.75,13.5,17,16,17.2,14,3783.342857,33.53571429,19.97,4.791428571,15.89285714
463,DS11.25169,IA3023xLG03.3191,3085,2941,2878,3457,4169,5539,4457,3084.7,2940.7,2878.3,3456.7,4169,5539.4,4456.9,32.67,34.2,32.89,35.57,35.72,35.7,35.49,19.09,19.71,21.02,19.2,19.29,18.6,19.08,5.01,4.68,4.84,4.65,4.67,4.7,4.66,14.8,13.97,12.6,15.12,14.9,15.1,10.9,3789.385714,34.60571429,19.42714286,4.744285714,13.91285714
464,DS11.25170,IA3023xLG03.3191,1831,2782,3786,3463,3808,4806,4653,1830.9,2781.6,3786.2,3463.4,3807.8,4805.8,4653.3,33.12,32.92,33.44,35.41,34.64,35.2,35.53,18.82,20.05,20.74,18.7,19.59,18.5,19.29,4.98,4.77,4.8,4.69,4.7,4.8,4.65,15.7,17.56,13.6,15.81,15.5,15.4,11.9,3589.857143,34.32285714,19.38428571,4.77,15.06714286
465,DS11.25171,IA3023xLG03.3191,2890,1542,2313,2764,5480,5094,6271,2889.5,1542.4,2313.4,2764,5480.5,5093.7,6271.1,33.65,33.22,32.6,34.04,33.64,35.1,35.52,19.78,20.49,20.92,19.72,20.56,19.2,19.48,4.86,4.73,4.88,4.76,4.74,4.7,4.62,13,14.8,11.8,14.76,10.4,15.9,11.2,3764.942857,33.96714286,20.02142857,4.755714286,13.12285714
466,DS11.25172,IA3023xLG03.3191,2048,2942,2704,3208,4338,4741,4639,2048.2,2941.9,2703.5,3207.8,4337.6,4740.9,4639.2,31.69,33.39,32.18,34.1,34,34.1,34.6,18.66,19.99,20.96,19.29,19.77,18.8,19.38,5.12,4.73,4.9,4.77,4.89,4.8,4.78,15.9,16.7,13.2,16.44,15.8,16.6,12.4,3517.014286,33.43714286,19.55,4.855714286,15.29142857
467,DS11.25174,IA3023xLG03.3191,1284,1530,1829,2367,2686,3673,2304,1283.9,1529.8,1829.2,2367.2,2686,3672.9,2303.5,40.07,41.35,40.84,43.42,43.46,41.9,42.43,15.15,15.01,15.66,14.21,14.66,14.9,15.3,4.56,4.46,4.52,4.28,4.23,4.5,4.3,15.9,17.23,14.2,14.31,16.7,16.7,15.8,2238.928571,41.92428571,14.98428571,4.407142857,15.83428571
468,DS11.25175,IA3023xLG03.3191,1789,3321,3235,3376,5154,4511,5815,1789,3321.1,3234.7,3376,5154.2,4511.4,5815.1,34.9,33.56,33.92,35.14,34.95,35,35.27,18.45,20.02,20.25,18.61,19.02,18.5,19.7,4.97,4.76,4.81,4.76,4.72,4.8,4.63,16.7,19.77,13,15.54,16.3,14.4,13.2,3885.928571,34.67714286,19.22142857,4.778571429,15.55857143
469,DS11.25176,IA3023xLG03.3191,2210,3091,2979,3127,5013,5244,6148,2209.5,3090.6,2979.2,3127.1,5013.4,5243.6,6148.3,31.75,31.55,29.71,33.54,32.52,34,33.51,18.62,19.71,21.52,18.81,19.64,18.8,19.71,5.06,4.9,5.07,4.87,4.93,4.8,4.84,17.5,15.57,14.9,17.75,16.4,16.6,12.7,3973.1,32.36857143,19.54428571,4.924285714,15.91714286
470,DS11.25177,IA3023xLG03.3191,3024,2525,2972,3248,4431,4327,4017,3023.6,2524.7,2972.5,3248.2,4431.4,4326.7,4016.6,32.83,32.56,33.57,35.9,34.48,35.4,35.36,19.07,20.43,20.43,18.38,20.05,18.5,19.08,4.99,4.76,4.83,4.71,4.68,4.7,4.7,13.4,15.88,12,14.61,13.6,13.4,11.4,3506.242857,34.3,19.42,4.767142857,13.47
471,DS11.25178,IA3023xLG03.3191,1923,1578,2838,2381,4555,4899,6022,1923.2,1578.5,2838,2380.7,4554.6,4898.8,6021.9,32.31,32.72,33.35,33.23,34.94,33.9,36.19,20.41,20.97,20.79,20.54,20.1,20,19.87,4.86,4.72,4.81,4.68,4.65,4.8,4.5,14.5,14.65,11,15.42,14.8,15.6,13.1,3456.528571,33.80571429,20.38285714,4.717142857,14.15285714
472,DS11.25179,IA3023xLG03.3191,1932,1219,3107,3201,4292,4381,5117,1931.6,1218.9,3107,3201.1,4291.8,4380.7,5116.9,35.3,34.06,33.87,34.14,35.19,35.8,36.4,18.99,19.42,19.9,19.22,19.09,18.2,18.9,4.68,4.76,4.84,4.78,4.74,4.7,4.58,15.4,13.88,11.9,12.4,13.1,14.8,12.1,3321.142857,34.96571429,19.10285714,4.725714286,13.36857143
473,DS11.25180,IA3023xLG03.3191,1253,3114,2750,3020,3645,5576,6177,1252.6,3113.7,2750.5,3019.5,3645.4,5576.2,6176.6,33.6,34.72,33.91,34.49,36.27,35.2,35.83,18.25,19.35,20.18,19.01,18.88,18.7,18.53,4.97,4.67,4.82,4.78,4.73,4.7,4.71,15.7,17.13,12.7,13.78,15.3,15,11.2,3647.785714,34.86,18.98571429,4.768571429,14.40142857
474,DS11.25181,IA3023xLG03.3191,2424,2962,2865,3181,3898,5146,3527,2424.4,2962.4,2864.9,3180.9,3897.9,5146.4,3526.8,32.68,33.54,34,35.92,34.83,35.4,35.09,18.96,20.17,20.77,18.75,19.65,18.6,19.74,4.98,4.67,4.75,4.64,4.68,4.7,4.66,16.3,19.01,14.2,16.29,16.8,16.7,12,3429.1,34.49428571,19.52,4.725714286,15.9
475,DS11.25182,IA3023xLG03.3191,2422,2723,3248,3362,4840,5626,5407,2422.3,2723.1,3248.2,3362.5,4840.2,5625.5,5407.3,33.92,33.62,32.94,36.18,36.31,35.1,34.86,18.75,20.64,21.4,18.94,19.14,18.7,20.09,4.83,4.69,4.79,4.6,4.6,4.8,4.64,18.1,19.07,16.7,17.54,19.6,17.1,14.2,3947.014286,34.70428571,19.66571429,4.707142857,17.47285714
476,DS11.25183,IA3023xLG03.3191,3186,2703,2777,3551,4770,5542,5607,3185.7,2702.9,2777.4,3550.8,4770,5542,5607.3,32.36,32.28,32.51,34.78,34.29,34.6,34.42,19.67,21.27,21.83,19.55,19.96,19.4,19.69,4.96,4.71,4.77,4.69,4.7,4.7,4.77,17.2,18.73,16,17.06,18.9,16.8,13.5,4019.442857,33.60571429,20.19571429,4.757142857,16.88428571
