id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
351,DS11.24161,IA3023xLG03.2979,2142,3002,3262,2603,4299,4037,3666,2141.7,3002.4,3261.6,2602.6,4299,4037.2,3665.5,34.03,32.69,31.86,33.56,34.39,35.8,35.71,20.42,20.9,22.36,20.33,20.38,19.3,19.71,4.74,4.71,4.79,4.73,4.66,4.6,4.55,14.2,13.82,12,14.91,12.6,13.7,11.6,3287.142857,34.00571429,20.48571429,4.682857143,13.26142857
352,DS11.24163,IA3023xLG03.2979,3112,3289,4681,3087,4264,5227,4311,3112.5,3288.9,4680.6,3086.8,4263.5,5226.7,4311.1,32.07,33.09,33.6,34.59,34.45,35.2,35.66,20.8,20.62,21.94,20.03,21.03,19.4,20.66,4.91,4.71,4.7,4.66,4.59,4.7,4.48,11.5,17.56,13.7,16.94,16,15.8,13.1,3995.728571,34.09428571,20.64,4.678571429,14.94285714
353,DS11.24165,IA3023xLG03.2979,2730,3298,4755,2999,4040,4927,6430,2730.5,3298,4754.6,2999.4,4040,4927.1,6429.8,34.02,33.57,35.12,35.78,34.43,35.5,34.98,19.88,20.37,21.36,19.66,20.96,19.4,21.05,4.77,4.71,4.64,4.6,4.59,4.6,4.5,16.2,18.7,16.6,19.28,17.5,18.1,14.6,4168.485714,34.77142857,20.38285714,4.63,17.28285714
354,DS11.24166,IA3023xLG03.2979,2615,3473,4385,2690,4553,5008,4796,2614.8,3473.3,4384.7,2690,4552.7,5008,4795.6,33.5,33.75,33.05,33.82,33.96,35.4,34.9,18.92,19.35,21.16,19.32,19.91,18.4,19.84,4.93,4.78,4.8,4.84,4.76,4.8,4.66,15.7,16.21,14.7,14.79,15,15.9,13.6,3931.3,34.05428571,19.55714286,4.795714286,15.12857143
355,DS11.24167,IA3023xLG03.2979,2796,3294,3739,2670,5185,5172,5303,2796,3293.6,3739.1,2669.8,5184.8,5171.7,5303.4,33.29,32.27,30.45,32.61,33.1,32.9,33.65,20.51,21.61,23.06,21.37,21.62,21,22.01,4.85,4.63,4.87,4.63,4.64,4.7,4.58,17.4,19.04,12.2,19.16,17.9,16.5,15.2,4022.628571,32.61,21.59714286,4.7,16.77142857
356,DS11.24170,IA3023xLG03.2979,2533,3177,3107,2925,4984,5029,4873,2533.3,3176.9,3107,2925.4,4984.1,5028.6,4873.2,32.77,32.73,32.18,34.97,33.93,34.1,33.82,19.5,20.54,21.81,20,20.02,19.2,20.55,5,4.78,4.8,4.66,4.73,4.8,4.7,13.4,13.94,10.7,13.66,12.8,13.8,12.5,3804.071429,33.5,20.23142857,4.781428571,12.97142857
357,DS11.24171,IA3023xLG03.2979,3377,3202,3934,2744,3952,5005,4881,3376.6,3202.5,3934.1,2743.8,3951.7,5004.9,4880.7,33.35,34.4,32.42,35.69,34.86,35.4,34.59,19.73,19.75,21.29,19.06,19.9,19,20.03,4.85,4.69,4.87,4.66,4.67,4.7,4.63,13.3,15.23,11.8,15.69,13.8,15.3,12.2,3870.614286,34.38714286,19.82285714,4.724285714,13.90285714
358,DS11.24172,IA3023xLG03.2979,2307,3070,2932,2441,4811,5017,4300,2306.9,3069.9,2932.1,2441.2,4811.2,5017.3,4299.5,34.34,32.67,32.3,35.36,36.01,35.1,34.64,19.02,20.33,20.82,18.99,19.1,18.5,20.12,4.84,4.77,4.9,4.69,4.59,4.8,4.64,14.6,13.6,9.5,14.61,13.8,13.6,11.9,3554.014286,34.34571429,19.55428571,4.747142857,13.08714286
359,DS11.24173,IA3023xLG03.2979,2520,3308,2912,2670,4220,5506,4761,2519.6,3308.1,2911.9,2669.8,4220.4,5505.6,4761.3,34.04,33.34,31.07,34.71,34.75,35,34.09,18.91,20.12,21.92,19.29,19.72,18.8,19.9,4.97,4.75,4.88,4.73,4.65,4.8,4.71,15,13.66,11.1,15.87,15.7,14.3,11.7,3699.528571,33.85714286,19.80857143,4.784285714,13.90428571
360,DS11.24174,IA3023xLG03.2979,2557,3427,3927,2529,4733,4032,4208,2556.9,3427.3,3927.4,2528.6,4733.4,4031.5,4208.5,33.01,32.16,30.35,33.23,33.85,34.7,33.5,19.7,20.02,22.31,20.05,20.13,19.1,20.72,4.91,4.85,4.97,4.8,4.75,4.8,4.81,13.8,14.59,13.2,15.03,13.7,13.8,12.7,3630.514286,32.97142857,20.29,4.841428571,13.83142857
361,DS11.24175,IA3023xLG03.2979,3068,3163,2865,2865,4781,5143,5510,3068.3,3162.7,2864.9,2864.9,4781.1,5142.7,5510.1,34.5,33.14,31.93,34.67,33.94,34.6,35.75,18.83,20.64,21.59,19.78,19.89,19,19.68,4.87,4.72,4.86,4.71,4.73,4.8,4.56,13.7,14.03,11.7,16.53,14.6,14.5,13,3913.528571,34.07571429,19.91571429,4.75,14.00857143
362,DS11.24176,IA3023xLG03.2979,2646,2937,3497,3107,3535,4790,4333,2645.6,2936.7,3497,3107,3535.4,4789.6,4332.6,33.32,32.06,31.85,33.95,33.61,35.1,35.22,20.89,21.52,21.89,20.82,21.78,19.7,19.87,4.76,4.68,4.87,4.64,4.65,4.7,4.64,13.8,15.6,13.2,14.82,14.2,15.4,12.2,3549.128571,33.58714286,20.92428571,4.705714286,14.17428571
363,DS11.24177,IA3023xLG03.2979,3043,3238,4096,3524,3036,5114,4746,3042.7,3237.5,4095.5,3523.9,3036,5114,4746.3,33.85,32.69,31.81,33.33,33.96,35.1,34.48,20.09,20.55,22.28,20.59,20.81,19.5,20.86,4.79,4.74,4.83,4.72,4.69,4.7,4.6,15.2,17.44,14.6,15.45,15.6,16.8,13.5,3827.985714,33.60285714,20.66857143,4.724285714,15.51285714
364,DS11.24178,IA3023xLG03.2979,2497,3417,4586,2461,4285,4838,4562,2496.6,3417,4586.5,2461.4,4284.9,4838.4,4562.2,35.21,33.99,34.54,34.4,34.99,36.8,37.06,19.31,20.36,21.64,20.14,20.75,18.5,19.6,4.72,4.65,4.65,4.68,4.56,4.6,4.44,16.1,18.3,14.4,16.08,17.2,18.4,14.2,3806.714286,35.28428571,20.04285714,4.614285714,16.38285714
365,DS11.24179,IA3023xLG03.2979,3172,3046,4230,3181,4187,4968,4060,3172.1,3046.3,4230,3180.9,4187,4968.4,4060.4,32.15,33.03,32.45,34.97,33.99,34.8,34.7,19.41,20.36,21.69,19.36,20.23,19,20.04,5.06,4.74,4.83,4.72,4.89,4.8,4.68,12.9,15.45,12.4,15.9,14.4,13.8,12.1,3835.014286,33.72714286,20.01285714,4.817142857,13.85
366,DS11.24181,IA3023xLG03.2979,2839,3018,3813,3215,4078,5796,5160,2839,3017.8,3813.1,3214.6,4077.8,5795.7,5159.8,33.36,31.52,32.03,33.48,34.08,34.3,35.95,19.77,21.14,21.51,20.46,20.41,19.4,19.89,4.89,4.75,4.91,4.73,4.68,4.8,4.54,14.9,15.63,11.5,14.05,15.8,15.4,12.8,3988.257143,33.53142857,20.36857143,4.757142857,14.29714286
367,DS11.24183,IA3023xLG03.2979,2344,2907,3988,2603,NA,3968,5093,2343.9,2907.2,3987.9,2602.6,NA,3967.5,5093,34.36,32.24,33.27,31.75,33.02,34.8,35.48,19.74,20.76,21.42,21.19,21.49,19.7,20.55,4.77,4.77,4.77,4.78,4.7,4.7,4.51,13.3,16.73,14.2,14.08,13.8,15.1,13.7,3483.683333,33.56,20.69285714,4.714285714,14.41571429
368,DS11.24184,IA3023xLG03.2979,2548,2546,3954,3080,3773,5277,3410,2547.5,2546.4,3954.3,3080.1,3772.6,5276.8,3409.7,33.4,32.78,33.27,33.92,33.08,35.2,34.16,18.89,20.04,21.33,19.98,21.23,19,20.08,4.99,4.79,4.78,4.77,4.71,4.7,4.72,13.1,16.06,13.2,12.85,15.2,14.2,11.6,3512.485714,33.68714286,20.07857143,4.78,13.74428571
369,DS11.24185,IA3023xLG03.2979,2568,3560,3800,2959,3737,4752,5232,2568.5,3559.9,3799.6,2959,3737.4,4752.3,5231.7,34,32.62,32.27,32.46,33.85,34.6,35.79,19.49,20.23,21.03,20.2,20.21,19.2,18.71,4.9,4.81,4.87,4.87,4.79,4.8,4.69,15.5,17.9,14.7,17.06,16.3,16.7,13,3801.2,33.65571429,19.86714286,4.818571429,15.88
370,DS11.24186,IA3023xLG03.2979,2759,3208,4230,3685,5003,4517,5595,2759,3208.4,4230,3685.3,5002.6,4516.7,5595.3,31.4,30.69,30.38,32.75,31.98,33.5,33.49,20.04,20.79,22.01,20.17,20.58,19.7,20.5,5.05,4.87,5.01,4.84,4.9,4.8,4.77,15.2,16.83,14.9,16.26,15.5,14.9,14,4142.471429,32.02714286,20.54142857,4.891428571,15.37
371,DS11.24188,IA3023xLG03.2979,2798,2864,3800,2717,4335,4007,4371,2797.8,2864.5,3799.6,2716.9,4335,4007.3,4370.9,33.89,33.9,32.72,33.43,33.44,34.4,35.36,19.56,20.23,21.47,20.1,20.85,19.3,20.11,4.83,4.69,4.81,4.79,4.74,4.8,4.57,12.9,14.74,13.3,16.26,14,15.4,13.7,3556,33.87714286,20.23142857,4.747142857,14.32857143
372,DS11.24189,IA3023xLG03.2979,3052,3188,4465,2824,4379,4465,5003,3051.5,3188.4,4465.4,2824.5,4379.3,4465,5003.2,34.53,34.68,34.25,34.7,34.94,35,35.83,20.04,20.83,21.74,20.81,20.69,19.8,20.94,4.72,4.56,4.65,4.57,4.63,4.7,4.43,17.2,18.91,17.1,18.95,17.7,19,15.1,3911.042857,34.84714286,20.69285714,4.608571429,17.70857143
373,DS11.24190,IA3023xLG03.2979,2823,3343,3833,3141,3628,4979,5647,2822.8,3343,3833.3,3140.6,3627.5,4979,5647.3,32.54,33.43,33.54,35.18,34.66,35.1,36.35,19.48,20.57,20.84,19.7,19.79,19.3,19.98,4.98,4.71,4.79,4.66,4.67,4.7,4.46,12.8,16.73,14.4,16.32,16.1,17.2,14.3,3913.357143,34.4,19.95142857,4.71,15.40714286
374,DS11.24191,IA3023xLG03.2979,1849,2862,3900,3107,3458,4233,3234,1848.7,2861.6,3900.5,3107,3458.5,4232.6,3233.9,33.09,31.63,30.3,31.9,31.23,34.3,34.64,20.57,20.85,22.64,20.88,21.19,19.4,19.86,4.83,4.77,4.96,4.84,4.9,4.7,4.7,12.6,14.4,11.8,13.69,11.9,12.7,10.9,3234.685714,32.44142857,20.77,4.814285714,12.57
375,DS11.24192,IA3023xLG03.2979,2273,3099,3692,2892,3184,3970,3492,2272.8,3098.6,3692,2891.8,3183.7,3969.5,3492.4,32.76,31.29,30.73,31.93,32.94,34.4,32.89,19.83,20.58,22.09,20.62,20.66,19.4,20.81,4.92,4.86,4.95,4.88,4.8,4.8,4.79,12.3,13.11,12,13.72,13,13.4,12.8,3228.685714,32.42,20.57,4.857142857,12.90428571
376,DS11.25003,IA3023xLG03.3191,2331,3143,3948,2677,3561,5100,4793,2330.9,3143.3,3947.6,2676.6,3561,5099.5,4793.4,34.6,34.57,33.67,35.96,34.7,35,34.91,19.67,19.51,21.13,19.19,20.23,19.4,20.27,4.77,4.72,4.73,4.62,4.64,4.7,4.61,16.1,17.56,13.8,15.69,16.3,16,14.1,3650.328571,34.77285714,19.91428571,4.684285714,15.65
377,DS11.25006,IA3023xLG03.3191,2842,2437,3672,2905,3864,3926,5066,2842.1,2437.1,3671.9,2905.2,3864.5,3926.3,5066.5,34.5,34.24,34.12,33.4,34.65,35.6,36.52,19.51,18.64,20.18,19.77,18.92,18.3,18.91,4.8,4.86,4.78,4.84,4.75,4.7,4.58,15.2,12.34,11,14.11,12.2,13.8,11.6,3530.514286,34.71857143,19.17571429,4.758571429,12.89285714
378,DS11.25007,IA3023xLG03.3191,3638,3106,4438,2892,3813,5269,6035,3637.5,3106,4438.5,2891.8,3812.7,5269.4,6035,33.55,32.93,32.58,34.98,33.03,34.5,35.12,20.17,19.98,21.84,19,21.11,19.2,19.85,4.83,4.83,4.79,4.77,4.76,4.8,4.67,17.1,17.66,13.8,16.71,15.9,15.9,13.2,4170.128571,33.81285714,20.16428571,4.778571429,15.75285714
379,DS11.25008,IA3023xLG03.3191,2233,3389,4116,3578,4075,5600,4151,2232.7,3388.9,4115.7,3577.7,4074.8,5600.2,4151.2,32.57,32.86,33.03,34.62,34.73,34.2,34.73,18.9,20.08,20.87,18.99,19.66,19.1,20.01,5.03,4.81,4.82,4.78,4.71,4.8,4.69,16.2,16.49,15.8,14.97,17.3,15.5,13.2,3877.314286,33.82,19.65857143,4.805714286,15.63714286
380,DS11.25009,IA3023xLG03.3191,2861,2716,3605,3719,3680,4156,3954,2860.8,2716.3,3604.6,3718.9,3680.3,4156.3,3953.9,33.7,33.94,33.49,35.24,34.3,35.4,35.37,20.4,19.97,20.93,19.73,20.14,19.1,20.22,4.79,4.76,4.77,4.63,4.73,4.7,4.58,16.1,15.63,12.8,15.15,13.2,15.4,13.4,3527.3,34.49142857,20.07,4.708571429,14.52571429
381,DS11.25012,IA3023xLG03.3191,3022,2945,3806,3396,4841,4512,4404,3022.5,2944.8,3806.4,3396.1,4841.2,4511.7,4404.3,33.3,34.26,32.63,33.99,32.92,34.6,35.14,20.39,19.58,21.45,19.54,20.54,19.3,20.36,4.83,4.71,4.8,4.75,4.81,4.7,4.58,16.2,18.67,13.3,17.39,15.4,16,15,3846.714286,33.83428571,20.16571429,4.74,15.99428571
382,DS11.25013,IA3023xLG03.3191,3525,2589,4553,3141,4966,4312,5370,3525.3,2589.2,4552.8,3140.6,4965.5,4312.1,5370.1,33.95,34.84,33.81,35.15,34.75,35.8,36.16,20.4,18.96,20.96,18.89,20.03,18.9,19.34,4.78,4.77,4.77,4.77,4.75,4.7,4.6,15.1,14.8,13.5,15.66,14.1,15.4,12.8,4065.085714,34.92285714,19.64,4.734285714,14.48
383,DS11.25016,IA3023xLG03.3191,2904,2696,4163,2549,3011,4635,4337,2903.6,2696.4,4162.8,2548.8,3011.2,4635.3,4337.1,34.81,34.77,34.54,34.69,35.75,36.3,36.56,19.54,18.91,20.02,18.93,19.36,18.2,18.86,4.77,4.74,4.76,4.79,4.64,4.7,4.58,15.8,14.98,12.2,12.94,14.3,16,12.3,3470.742857,35.34571429,19.11714286,4.711428571,14.07428571
384,DS11.25017,IA3023xLG03.3191,1992,3114,2656,3154,5013,4759,4622,1991.8,3113.7,2656.4,3154,5013.1,4758.7,4622.4,33.79,33.02,32.45,34.29,35.8,35,34.58,18.49,19.72,21.22,19.15,18.9,18.7,20.31,4.94,4.83,4.86,4.79,4.68,4.7,4.68,16.8,17.26,14.7,16.11,16,16.2,13.6,3615.728571,34.13285714,19.49857143,4.782857143,15.81
385,DS11.25018,IA3023xLG03.3191,2606,3152,4102,2589,3256,3851,4564,2606.2,3152.1,4102.3,2589.1,3255.5,3851.1,4563.8,33.61,34.67,33.09,34.03,34.11,35,36.32,19.98,19.01,20.99,19.58,19.94,18.5,18.7,4.85,4.75,4.81,4.79,4.77,4.8,4.62,16,17.78,12,13.21,13,13.6,11.3,3445.728571,34.40428571,19.52857143,4.77,13.84142857
386,DS11.25024,IA3023xLG03.3191,2443,2606,3766,3060,4326,3542,5476,2443.1,2605.7,3766,3059.9,4326.5,3542.4,5476.4,33.74,33.86,33.71,34.15,34.6,35.3,36.28,20.24,19.59,20.53,19.44,19.67,19.2,19.25,4.79,4.77,4.75,4.79,4.81,4.7,4.56,17.3,17.38,13.2,17.12,14,17.1,13.5,3602.857143,34.52,19.70285714,4.738571429,15.65714286
387,DS11.25025,IA3023xLG03.3191,2378,2774,5091,2515,4538,4963,5576,2377.5,2773.7,5090.8,2515.2,4538,4963.3,5576.3,31.73,33.44,31.95,34.59,32.39,34.4,35.36,21.49,19.67,21.72,19.09,21,19.1,19.41,4.88,4.75,4.84,4.8,4.85,4.8,4.65,15.2,17.93,11.7,15.3,13.5,14.1,11.5,3976.4,33.40857143,20.21142857,4.795714286,14.17571429
388,DS11.25027,IA3023xLG03.3191,2286,2748,3558,3517,4379,4088,4728,2285.5,2748.1,3557.5,3517.2,4378.6,4088.2,4728.1,32.79,32.98,32.95,34.45,33.84,34.2,34.62,20.33,20.03,21.21,19.43,19.97,19.2,20.1,4.89,4.8,4.79,4.74,4.83,4.8,4.66,17.4,16,13.4,16.2,15.1,15.6,13.5,3614.742857,33.69,20.03857143,4.787142857,15.31428571
389,DS11.25028,IA3023xLG03.3191,3038,2995,3712,3268,4985,4824,5063,3037.6,2994.6,3712.2,3268.4,4985.4,4823.9,5063,32.62,33.42,32.92,32.79,33.55,34.9,35.4,20.48,19.66,21.27,19.91,20.15,18.8,19.1,4.89,4.81,4.78,4.87,4.78,4.7,4.69,15.6,16.86,14.8,15.06,15.1,16.1,11.4,3983.585714,33.65714286,19.91,4.788571429,14.98857143
390,DS11.25032,IA3023xLG03.3191,2148,2696,3356,4223,3261,4349,4299,2148,2695.8,3355.8,4223.3,3261.3,4348.8,4298.7,33.73,32.51,32.96,32.18,33.68,32.8,34.78,20.7,20.93,21.24,20.96,20.47,20,20.12,4.76,4.68,4.81,4.76,4.74,4.8,4.66,18.4,16.8,15.1,17.3,17.1,17.9,16.1,3475.957143,33.23428571,20.63142857,4.744285714,16.95714286
391,DS11.25035,IA3023xLG03.3191,3159,2504,3793,2717,4759,4391,4819,3159.1,2504.3,3792.9,2716.9,4758.8,4391.4,4819.4,33.92,34.32,33.59,32.98,33.72,34.2,34.82,21.13,20.43,21.28,20.78,20.91,20.3,20.51,4.71,4.62,4.73,4.74,4.66,4.6,4.59,15.5,17.07,12.9,16.35,15.7,15.7,13.9,3734.685714,33.93571429,20.76285714,4.664285714,15.30285714
392,DS11.25036,IA3023xLG03.3191,2030,3429,2737,3120,5038,5267,4239,2029.5,3428.8,2737.1,3120.4,5038.2,5267.4,4239.2,33.29,32.52,31.71,33.44,34.33,34.9,35.8,19.35,20.41,21.71,19.79,20.15,19.2,19.62,4.91,4.82,4.87,4.83,4.71,4.7,4.57,16.9,17.2,14.1,15.96,15.9,15.8,12.1,3694.371429,33.71285714,20.03285714,4.772857143,15.42285714
393,DS11.25038,IA3023xLG03.3191,3061,2710,4566,2266,3720,4594,6102,3060.9,2710.1,4566.3,2266.3,3719.9,4593.9,6101.6,34.14,34.16,32.46,34.77,33.73,34.7,35.17,19.02,18.98,21.21,19.13,20.44,19.1,19.55,4.9,4.83,4.84,4.73,4.73,4.7,4.68,14.4,17.2,11.3,14.7,14,15.7,12.7,3859.857143,34.16142857,19.63285714,4.772857143,14.28571429
394,DS11.25040,IA3023xLG03.3191,2864,3625,2704,3356,3398,5597,4230,2863.8,3624.6,2703.5,3355.8,3397.8,5596.7,4229.6,33.1,31.56,31.51,33.93,34.01,33.9,33.89,18.91,21.2,21.41,19.22,20,19.1,19.73,4.95,4.78,4.92,4.79,4.77,4.8,4.79,19.1,17.99,16.2,17.57,18.7,18.2,15.2,3681.685714,33.12857143,19.93857143,4.828571429,17.56571429
395,DS11.25041,IA3023xLG03.3191,2490,2730,4512,3168,4148,4320,4634,2489.6,2730.4,4512.5,3167.5,4148.3,4319.9,4633.9,33.9,34.15,33.44,35.66,33.58,35,35.73,19.4,18.8,20.32,18.08,19.98,18.3,19.24,4.86,4.82,4.83,4.8,4.81,4.8,4.64,15,16.7,13.3,14.67,13.7,13.5,11.9,3714.585714,34.49428571,19.16,4.794285714,14.11
396,DS11.25042,IA3023xLG03.3191,2689,2567,3995,3376,3143,4060,4988,2689.1,2566.9,3994.7,3376,3142.8,4059.7,4987.9,35.86,36.33,35.27,34.71,36.36,36.6,37.22,18.67,18.72,19.93,19.62,18.63,18.1,19.07,4.75,4.61,4.67,4.7,4.64,4.7,4.48,15.7,16.86,14.3,14.79,14.2,16.6,13.7,3545.3,36.05,18.96285714,4.65,15.16428571
397,DS11.25043,IA3023xLG03.3191,3438,2403,5044,3046,5890,4795,4817,3437.9,2402.8,5043.8,3046.4,5889.5,4794.7,4817,33.57,33.48,33.47,34.7,34.42,35.4,36.09,21.18,20.58,21.57,19.16,21.12,19.5,19.4,4.74,4.69,4.81,4.74,4.62,4.6,4.56,15.3,17.63,12.3,15.03,13.8,14.9,11.7,4204.585714,34.44714286,20.35857143,4.68,14.38
398,DS11.25045,IA3023xLG03.3191,3031,2384,3282,3134,4623,4053,3850,3031.3,2383.9,3281.8,3133.9,4623.3,4052.6,3849.6,33.66,33.88,32.63,33.71,34.01,35.3,35.27,20.39,19.71,21.03,19.77,19.95,18.7,19.72,4.78,4.76,4.83,4.75,4.78,4.7,4.63,16.2,15.66,12.5,15.66,14.6,14.1,12.9,3479.485714,34.06571429,19.89571429,4.747142857,14.51714286
399,DS11.25047,IA3023xLG03.3191,3275,3079,2515,3625,3985,4800,5752,3274.7,3079.3,2515.2,3624.8,3985.3,4800.1,5752,32.5,31.62,31.92,33.36,34.36,34,33.59,18.98,20.79,21.12,19.54,19.67,19,20.62,5.01,4.81,4.88,4.85,4.77,4.9,4.73,17.7,18.15,17.1,15.66,15.6,17.5,15.4,3861.628571,33.05,19.96,4.85,16.73
400,DS11.25049,IA3023xLG03.3191,2826,2296,2455,2717,2497,4078,4098,2825.7,2296.2,2454.6,2716.9,2496.8,4077.8,4098,35.56,33.93,33.94,35.51,36.09,34,35.01,19.54,19.97,20.5,19.35,18.86,19.2,19.18,4.69,4.74,4.78,4.68,4.65,4.8,4.8,12.8,11.94,10.7,13.33,13.7,14.2,13.4,2995.142857,34.86285714,19.51428571,4.734285714,12.86714286
401,DS11.25050,IA3023xLG03.3191,2917,3213,3100,3181,4841,5329,3582,2917.4,3212.8,3100.2,3180.9,4840.8,5328.8,3582,33.39,31.42,31.48,33.32,33.83,35.3,34.31,19.74,21.27,21.84,19.72,19.42,18.7,20.57,4.86,4.81,4.88,4.8,4.83,4.7,4.66,16.8,15.6,13.9,15.48,13.9,14.8,14.4,3737.557143,33.29285714,20.18,4.791428571,14.98285714
402,DS11.25051,IA3023xLG03.3191,3141,3595,2737,3026,4352,4719,4260,3141.1,3594.8,2737.1,3026.3,4352.3,4718.9,4260.4,31.83,31.32,31.3,32.89,34.78,34.1,33.6,17.74,20.24,20.08,18.91,18.08,18,19.5,5.14,4.9,5.08,4.95,4.91,5,4.88,18.9,18.73,14.5,17.66,17.6,16.2,15.3,3690.128571,32.83142857,18.93571429,4.98,16.98428571
403,DS11.25052,IA3023xLG03.3191,3130,2072,2791,3215,4049,3303,4234,3129.8,2072.4,2790.9,3214.6,4048.7,3303.1,4234,33.59,33.1,32.51,32.49,34.71,33.4,34.8,21.15,20.86,20.99,21.25,19.64,20.1,20.68,4.74,4.69,4.84,4.71,4.7,4.8,4.57,16.6,14.95,14.1,17.48,16,16.4,15.8,3256.214286,33.51428571,20.66714286,4.721428571,15.90428571
404,DS11.25053,IA3023xLG03.3191,2397,2831,3793,2979,4731,4740,4743,2396.6,2831.1,3792.9,2979.2,4730.9,4740.5,4742.6,33.67,32.92,32.69,32.26,33.79,33.7,35.03,20.92,20.84,21.67,20.72,20.43,19.9,20.36,4.74,4.72,4.79,4.81,4.74,4.8,4.58,16.1,15.78,12.3,17.21,14.1,15,13.1,3744.828571,33.43714286,20.69142857,4.74,14.79857143
405,DS11.25054,IA3023xLG03.3191,2615,2589,4412,3288,4975,4131,5650,2615.4,2589.2,4411.6,3288.5,4974.6,4130.8,5650.1,33.89,33.38,33.79,35.53,35.24,35.1,35.38,20.59,20.11,20.96,19.56,19.78,19.3,20.22,4.75,4.74,4.75,4.63,4.63,4.7,4.56,18.1,19.77,13.8,19.07,15.2,16.1,15.5,3951.457143,34.61571429,20.07428571,4.68,16.79142857
406,DS11.25055,IA3023xLG03.3191,2674,3342,2919,3309,2047,5440,4788,2674.3,3342.4,2918.7,3308.7,2047.1,5439.5,4787.8,33.23,33.34,31.96,34.16,35.04,36.1,35.9,18.71,19.39,21.04,19.1,19.12,17.6,17.82,5,4.81,4.91,4.76,4.75,4.8,4.78,14.9,15.75,12.9,14.2,13.6,13.8,10.5,3502.642857,34.24714286,18.96857143,4.83,13.66428571
407,DS11.25056,IA3023xLG03.3191,2967,3138,4022,2408,3631,4850,5145,2966.7,3137.9,4021.6,2407.6,3630.6,4849.8,5144.8,32.87,32.91,32.41,34.72,33.03,34.1,35.47,19.06,19.48,20.71,18.56,20.13,19,19.32,4.95,4.86,4.92,4.8,4.83,4.8,4.67,19.5,20.36,16.5,18.65,17.6,17.7,14.4,3737,33.64428571,19.46571429,4.832857143,17.81571429
408,DS11.25057,IA3023xLG03.3191,3044,2722,3389,2656,4271,4227,3833,3044.3,2722,3389.4,2656.4,4271,4226.9,3833.4,34.4,33.55,33.49,32.93,34.03,34,35.51,19.06,19.35,20.3,19.99,19.43,18.7,19.36,4.84,4.81,4.84,4.85,4.8,4.9,4.63,15.7,13.02,11.6,14.82,13.6,15.1,13.6,3449.057143,33.98714286,19.45571429,4.81,13.92
409,DS11.25058,IA3023xLG03.3191,2724,3310,2152,3780,4034,5532,4677,2724.1,3309.7,2152,3779.5,4034.2,5531.5,4676.9,33.34,31.98,31.81,33.6,33.65,35.2,35.33,19.06,20.33,21.2,19.25,19.94,18.4,19.55,4.93,4.88,4.89,4.85,4.8,4.8,4.68,17.3,16.12,14.8,13.75,16.1,15.7,13.8,3743.985714,33.55857143,19.67571429,4.832857143,15.36714286
410,DS11.25061,IA3023xLG03.3191,3099,2656,3309,3053,4388,4078,4390,3099,2656.1,3308.7,3053.2,4387.7,4078.1,4389.9,32.67,32.05,31.94,32.96,33.67,32.7,34.25,21.11,21.05,21.45,20.66,20.13,19.9,20.37,4.8,4.74,4.85,4.77,4.77,4.9,4.68,15.6,15.54,13.6,17.18,14.1,15.5,14.6,3567.528571,32.89142857,20.66714286,4.787142857,15.16
411,DS11.25062,IA3023xLG03.3191,2798,2504,4136,2704,3873,3402,4237,2798.4,2503.6,4135.9,2703.5,3873.4,3401.6,4236.6,33.76,33.25,32.09,33.53,33.35,34,35.59,19.31,19.79,20.97,20.24,20.01,19.2,19.33,4.86,4.81,4.9,4.76,4.83,4.8,4.64,15.8,13.33,10.7,13.75,12.5,13,12.5,3379,33.65285714,19.83571429,4.8,13.08285714
412,DS11.25063,IA3023xLG03.3191,2752,2791,2972,3040,3929,3725,5017,2752.2,2790.7,2972.5,3039.7,3928.8,3724.6,5016.7,33.03,32.21,31.96,31.2,33.63,33.4,34.36,20.01,20.78,21.01,21.38,20.04,19.5,20.6,4.87,4.75,4.89,4.83,4.77,4.8,4.62,17.6,14.06,12.9,15.78,14.8,15.6,14.1,3460.742857,32.82714286,20.47428571,4.79,14.97714286
413,DS11.25067,IA3023xLG03.3191,2818,2331,3120,3672,3987,3177,4955,2817.9,2330.9,3120.4,3671.9,3987,3176.6,4954.8,33.22,32.91,33.57,33.16,35.5,34.9,34.84,20.26,20.7,20.93,20.77,19.63,19.3,20.18,4.77,4.72,4.75,4.72,4.6,4.7,4.64,18.1,17.2,15.6,18.35,18.2,18,17.2,3437.071429,34.01428571,20.25285714,4.7,17.52142857
