id,progeny,family,GDDTA_summer,GDDTS_summer,PH_summer,EH_summer,TLN_summer,GDDTA_winter,GDDTS_winter,PH_winter,EH_winter,TLN_winter
1,05CL_2681,B73xCML254,1069.562989,1141.880743,156.3286545,60.07273152,21.2137255,983.3537027,1018.101566,138.4054814,67.42326024,19.5481273
2,05CL_2682,B73xCML254,1086.193734,1153.133797,152.4958931,67.20976327,23.51995556,906.3686553,913.7026898,137.829902,63.28217845,19.30742484
3,05CL_2686,B73xCML254,1071.057436,1168.558063,176.260504,84.91652531,22.50245232,915.9642529,928.3440426,128.9821779,61.47733679,18.17771196
4,05CL_2689,B73xCML254,933.1654993,987.3822453,171.7554967,77.76764799,22.36710739,880.2597386,899.4422857,151.9432151,72.48281326,19.00487537
5,05CL_2690,B73xCML254,989.2697738,1050.018149,147.8846434,66.43447288,22.2693601,933.4936355,940.9447633,124.7406183,67.63061202,19.17971936
6,05CL_2691,B73xCML254,955.964769,1022.974783,150.2401249,65.30954098,20.87454162,874.8856859,885.550579,131.8046448,54.99112289,16.59237204
7,05CL_2692,B73xCML254,990.2261884,1030.675556,195.9877535,87.85385007,20.83060843,923.1823178,929.5635069,143.2923346,71.97999291,17.90400571
8,05CL_2693,B73xCML254,1038.787513,1111.394225,178.2631316,79.91073615,23.71495753,946.8792749,934.1631765,133.3290302,61.50314592,18.9535717
9,05CL_2694,B73xCML254,978.5434105,1008.605879,164.6224763,74.51136203,21.91869451,901.860379,907.3982888,136.6905925,64.27684129,18.07694384
10,05CL_2695,B73xCML254,996.7130446,1025.135292,178.5818037,71.41894742,20.37882942,908.5286322,898.9156365,146.3646915,68.84382954,16.85073712
11,05CL_2696,B73xCML254,1024.1425,1097.036144,181.050442,76.39980046,21.91045731,880.4492992,891.3690702,149.9276701,75.14193806,18.24264643
12,05CL_2697,B73xCML254,1083.887189,1139.175423,168.0744781,72.6216643,21.81027239,929.8099073,939.2403229,142.4384853,60.75356939,17.82489365
13,05CL_2698,B73xCML254,1007.130638,1058.967629,162.5926907,69.48744731,21.88114369,944.8344842,948.6875679,148.3404462,74.52524985,19.49858008
14,05CL_2699,B73xCML254,1081.153825,1148.940955,160.0094752,72.03266345,24.98840183,1000.925432,1012.756588,135.3670026,65.27250672,21.0114862
15,05CL_2700,B73xCML254,999.4143426,1065.53926,187.2738238,80.48071508,22.57933326,930.6469571,941.9237006,147.509462,73.75178977,18.78982744
16,05CL_2702,B73xCML254,1017.062949,1047.072294,152.1681819,59.45454276,22.4711644,930.3497332,925.3624628,131.6674764,54.46008513,20.50230154
17,05CL_2703,B73xCML254,964.5213767,982.0013385,172.5899656,87.01506703,21.9106972,917.7597586,936.674679,141.5466315,73.29885613,18.75584617
18,05CL_2704,B73xCML254,989.1681781,1052.129128,181.0998161,79.85457029,21.28057018,915.0873781,943.2597043,149.9926399,80.45029537,18.22348207
19,05CL_2705,B73xCML254,945.4688291,990.0236227,168.7044745,73.95875171,22.43641549,959.2016929,971.7097343,138.5659121,73.61935103,19.70548266
20,05CL_2708,B73xCML254,1064.003768,1083.62848,183.1965999,95.09274289,21.4145773,989.6865685,972.7242242,141.1127263,75.88973573,18.65548147
21,05CL_2709,B73xCML254,979.8717439,1011.317947,203.9650227,87.37106552,21.60776616,899.061317,885.4365797,153.5453453,77.27037908,18.56678729
22,05CL_2710,B73xCML254,1029.367786,1053.355748,175.2595422,80.18211736,21.42217067,927.5174938,919.5013533,145.8252755,69.45237851,18.22390698
23,05CL_2711,B73xCML254,945.2351208,985.639095,137.1150907,47.48079785,20.51741015,889.8988933,906.6921737,133.1098392,50.71065435,17.94587308
24,05CL_2712,B73xCML254,953.2693892,1009.707909,165.7886635,66.48588942,21.02395047,903.6625553,921.5891849,141.4682055,65.31427795,18.27101609
25,05CL_2713,B73xCML254,1050.760356,1091.550345,173.3485125,83.96904021,22.51269855,897.070974,902.7015105,139.8807708,74.60437627,18.16714087
26,05CL_2715,B73xCML254,933.986884,952.3668132,167.0197087,79.04145333,19.54678016,902.9306962,898.7182797,135.8885727,59.68402592,16.86171834
27,05CL_2716,B73xCML254,989.1441193,1063.01643,158.8851675,71.97727534,21.88949656,869.6697414,869.6049362,120.6814904,49.40097697,17.8467005
28,05CL_2717,B73xCML254,1044.271713,1070.326125,159.4014094,66.39025928,24.03918501,882.2591066,885.4539126,132.0845805,56.47573256,18.96590718
29,05CL_2718,B73xCML254,952.4842187,994.6450085,181.1024839,78.7216467,21.79581344,905.357468,919.5416494,138.39706,66.31913094,18.99442288
30,05CL_2720,B73xCML254,991.1514333,1028.520026,180.6198616,80.86814243,22.81355898,944.950184,935.728051,142.7618594,72.59541705,20.0383981
31,05CL_2723,B73xCML254,941.9793135,1011.6558,183.3958131,76.4666684,21.16079658,882.372386,910.9589867,150.9854779,74.68168229,17.08768976
32,05CL_2724,B73xCML254,1041.7049,1131.831477,180.3021477,80.68009759,23.49319337,931.913116,949.503959,140.6913508,72.78092747,19.88265203
33,05CL_2725,B73xCML254,1001.310658,1070.493712,141.9868685,58.49872254,20.98209432,935.4215262,967.9643549,119.3485652,54.25016175,17.74810073
34,05CL_2726,B73xCML254,1102.309934,1186.070421,162.0417833,76.32076925,23.23954673,912.3732017,909.1905834,136.4700157,66.19186895,19.61161838
35,05CL_2727,B73xCML254,1056.128758,1142.290423,191.9350239,92.88158617,21.58035447,896.9079448,904.1841827,136.5634679,63.65128694,17.41181739
36,05CL_2729,B73xCML254,991.6053353,1022.142765,167.7863423,65.55907821,23.03380831,927.5733888,921.0161106,141.511518,61.25223395,18.3171609
37,05CL_2731,B73xCML254,993.0937502,1054.691438,165.9575659,85.57076322,24.02566645,964.4681309,972.5863727,138.1194994,81.50133961,20.37651364
38,05CL_2732,B73xCML254,1024.166158,1054.89641,190.0462614,90.12113926,20.84288557,911.7518486,904.3411455,141.1818894,71.23999457,16.73652524
39,05CL_2734,B73xCML254,981.767253,1073.909676,167.7724119,61.36498699,21.49758355,883.7119646,912.4838969,133.7393226,53.68084792,17.05620724
40,05CL_2735,B73xCML254,953.5288285,1004.025355,180.6170301,82.33426183,20.0911844,908.9670861,919.3907175,146.4204812,69.46638887,16.78678652
41,05CL_2736,B73xCML254,926.9179517,988.070408,189.4686741,75.19628442,20.12423913,874.2209777,893.404542,153.5350568,61.28710186,18.23757587
42,05CL_2737,B73xCML254,1007.037061,1031.449346,185.2077817,78.303107,24.24152073,920.3368297,916.7584039,148.9541952,78.1949227,20.56178111
43,05CL_2738,B73xCML254,986.0751048,1028.699858,149.76543,56.68694389,21.26669183,933.1529249,929.3343699,146.3735456,70.13799009,18.74605859
44,05CL_2740,B73xCML254,951.3316082,1006.506099,151.6504817,61.53708365,22.37778435,896.8509373,911.9246407,136.6216351,63.37491603,18.48888107
45,05CL_2741,B73xCML254,920.6199671,969.1920473,158.1749043,65.76725952,22.07504843,885.673277,905.9283884,142.9009443,64.8217678,18.86374461
46,05CL_2742,B73xCML254,962.1588751,990.0937714,163.8099407,76.8558044,20.5941411,909.3558627,913.652832,139.3762323,72.54225638,17.32601706
47,05CL_2743,B73xCML254,1011.676056,1032.114065,152.8040765,64.79519692,23.65132275,882.534157,878.7816681,135.7328794,60.30614292,17.99623024
48,05CL_2744,B73xCML254,966.1313274,1023.463677,154.5807202,59.79769193,22.38216598,898.544229,913.8246168,141.6261748,56.21218582,18.83195343
49,05CL_2746,B73xCML254,1027.660255,1074.780209,171.9403324,76.57815713,21.67628387,920.9639341,931.5530117,137.7526104,71.59314622,18.17338698
50,05CL_2749,B73xCML254,1124.783708,1208.961611,196.9717074,101.0593808,22.83363682,964.5222827,974.6684763,137.1792218,75.2655417,17.78685635
51,05CL_2750,B73xCML254,1091.191796,1132.041738,171.2876943,86.8596411,24.23561327,955.5970252,974.2520251,142.9291896,74.49621741,19.63817381
52,05CL_2751,B73xCML254,956.6163882,1021.436976,159.822005,62.95654437,23.0094533,913.9369454,916.896848,131.6268592,58.14958447,19.0742516
53,05CL_2752,B73xCML254,944.6877368,977.8296054,185.6207495,77.10379659,19.98058606,914.1491278,923.3506331,130.0828637,72.68002859,16.94584779
54,05CL_2754,B73xCML254,963.4861929,1008.53593,173.0347337,81.25872599,23.01080161,913.7105203,921.8915957,141.1823012,71.8669082,19.98373345
55,05CL_2756,B73xCML254,1158.61976,1189.491689,160.8914764,74.00951314,23.43812517,954.5584594,951.2483098,119.4874734,59.07939884,18.14177257
56,05CL_2757,B73xCML254,1010.359329,1075.346191,167.6696416,72.44501248,21.9473635,912.8235058,923.5957259,127.6262969,58.38159742,16.71498654
57,05CL_2759,B73xCML254,928.6649159,955.8192295,172.3896569,77.73315633,21.743502,903.6129516,909.466849,148.2815927,72.98412306,19.1618831
